,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
2019-10-10,61.380859375,30.45417594909668,65.05999755859375,33.06999969482422,65.44999694824219,33.130001068115234,64.6500015258789,32.52000045776367,64.6500015258789,32.709999084472656,1509600,2781000
2019-10-11,60.88083267211914,30.923839569091797,64.52999877929688,33.58000183105469,65.43000030517578,33.7400016784668,64.5,33.2599983215332,65.0,33.34000015258789,1489400,1597300
2019-10-15,61.069522857666016,30.776491165161133,64.7300033569336,33.41999816894531,65.0,34.08000183105469,64.51000213623047,33.18000030517578,65.0,33.5099983215332,1345500,2243100
2019-10-16,60.96574401855469,30.45417594909668,64.62000274658203,33.06999969482422,65.05000305175781,33.720001220703125,64.47000122070312,32.939998626708984,64.9000015258789,33.41999816894531,1024100,1608300
2019-10-17,60.57892608642578,30.748865127563477,64.20999908447266,33.38999938964844,64.6500015258789,33.459999084472656,64.0199966430664,32.86000061035156,64.55000305175781,33.13999938964844,950000,1696700
2019-10-18,60.48458480834961,30.564685821533203,64.11000061035156,33.189998626708984,64.37000274658203,33.959999084472656,64.02999877929688,33.130001068115234,64.33999633789062,33.720001220703125,740300,1643500
2019-10-21,60.62610626220703,30.822540283203125,64.26000213623047,33.470001220703125,64.4800033569336,33.619998931884766,63.95000076293945,33.0099983215332,64.11000061035156,33.0099983215332,954200,1813100
2019-10-22,60.295894622802734,30.98830223083496,63.90999984741211,33.650001525878906,64.4000015258789,34.29999923706055,63.900001525878906,33.06999969482422,64.38999938964844,33.54999923706055,1202400,3450100
2019-10-23,57.607059478759766,31.144853591918945,61.060001373291016,33.81999969482422,63.7400016784668,34.11000061035156,61.040000915527344,33.099998474121094,63.54999923706055,33.400001525878906,2881800,1809700
2019-10-24,57.55045700073242,30.85016632080078,61.0,33.5,61.7400016784668,34.04999923706055,60.779998779296875,33.25,61.400001525878906,33.83000183105469,1868700,1529900
2019-10-25,57.46554183959961,31.32903289794922,60.90999984741211,34.02000045776367,61.38999938964844,34.099998474121094,60.63999938964844,33.09000015258789,61.119998931884766,33.40999984741211,1061200,1619500
2019-10-28,58.08822250366211,31.061973571777344,61.56999969482422,33.72999954223633,61.61000061035156,34.36000061035156,60.95000076293945,33.72999954223633,61.099998474121094,34.11000061035156,2796300,2167400
2019-10-29,58.51277160644531,31.467166900634766,62.02000045776367,34.16999816894531,62.16999816894531,34.5,61.36000061035156,33.369998931884766,61.380001068115234,33.5099983215332,1400400,2013900
2019-10-30,59.19205856323242,30.88700294494629,62.7400016784668,33.540000915527344,62.95000076293945,34.29999923706055,62.15999984741211,33.38999938964844,62.2400016784668,34.15999984741211,1329000,2181100
2019-10-31,58.94676208496094,30.58310317993164,62.47999954223633,33.209999084472656,63.619998931884766,33.43000030517578,62.0099983215332,32.70000076293945,63.5,33.41999816894531,1344500,2367200
2019-11-01,58.91845703125,31.38429069519043,62.45000076293945,34.08000183105469,62.939998626708984,34.130001068115234,62.06999969482422,33.459999084472656,62.90999984741211,33.5099983215332,3455300,3029500
2019-11-04,58.975067138671875,32.16705322265625,62.5099983215332,34.93000030517578,62.77000045776367,35.27000045776367,62.220001220703125,34.41999816894531,62.560001373291016,34.439998626708984,1715300,3251100
2019-11-05,59.09770965576172,32.09337615966797,62.63999938964844,34.849998474121094,62.849998474121094,35.349998474121094,61.90999984741211,34.72999954223633,62.529998779296875,35.220001220703125,1019700,1734800
2019-11-06,59.23923110961914,31.439538955688477,62.790000915527344,34.13999938964844,63.18000030517578,34.97999954223633,62.650001525878906,33.7400016784668,62.86000061035156,34.810001373291016,1841400,2665600
2019-11-07,59.72982406616211,34.054901123046875,63.310001373291016,36.97999954223633,63.38999938964844,37.040000915527344,62.77000045776367,34.970001220703125,63.150001525878906,35.15999984741211,847800,6644900
2019-11-08,59.63547897338867,34.018062591552734,63.209999084472656,36.939998626708984,63.38999938964844,37.09000015258789,63.029998779296875,36.13999938964844,63.279998779296875,36.13999938964844,829900,3454100
2019-11-11,60.229854583740234,33.972015380859375,63.84000015258789,36.88999938964844,63.849998474121094,36.90999984741211,63.119998931884766,36.29999923706055,63.2400016784668,36.52000045776367,737800,1443700
2019-11-12,60.41854476928711,34.1009407043457,64.04000091552734,37.029998779296875,64.05999755859375,37.380001068115234,63.72999954223633,36.59000015258789,63.9900016784668,36.810001373291016,1610700,5093500
2019-11-13,60.47514343261719,33.907554626464844,64.0999984741211,36.81999969482422,64.41000366210938,37.15999984741211,63.939998626708984,36.650001525878906,64.0,36.779998779296875,1177900,2846900
2019-11-14,60.51288986206055,33.79704666137695,64.13999938964844,36.70000076293945,64.29000091552734,37.2599983215332,63.90999984741211,36.5,64.16999816894531,36.849998474121094,1600100,3276500
2019-11-15,60.50345230102539,34.137779235839844,64.12999725341797,37.06999969482422,64.2699966430664,37.65999984741211,63.970001220703125,36.7599983215332,64.16999816894531,36.790000915527344,1272500,2044700
2019-11-18,60.77705383300781,34.285125732421875,64.41999816894531,37.22999954223633,64.66000366210938,37.279998779296875,64.1500015258789,36.52000045776367,64.1500015258789,36.9900016784668,1184000,2087300
2019-11-19,60.57892608642578,34.1009407043457,64.20999908447266,37.029998779296875,64.5,37.25,63.91999816894531,36.7599983215332,64.36000061035156,37.0099983215332,2583100,3977000
2019-11-20,60.305328369140625,34.404842376708984,63.91999816894531,37.36000061035156,64.31999969482422,37.720001220703125,63.529998779296875,36.650001525878906,64.29000091552734,37.0,3852200,5785600
2019-11-21,60.21097946166992,34.441680908203125,63.81999969482422,37.400001525878906,63.88999938964844,37.54999923706055,63.540000915527344,37.119998931884766,63.880001068115234,37.40999984741211,1821800,1777100
2019-11-22,59.99399185180664,34.266700744628906,63.59000015258789,37.209999084472656,63.959999084472656,37.7599983215332,63.5,37.09000015258789,63.959999084472656,37.5,1044000,1798400
2019-11-25,60.1355094909668,34.65348434448242,63.7400016784668,37.630001068115234,64.0,37.720001220703125,63.650001525878906,36.83000183105469,63.720001220703125,36.959999084472656,1565800,3681200
2019-11-26,60.003421783447266,34.1009407043457,63.599998474121094,37.029998779296875,63.7599983215332,37.65999984741211,63.310001373291016,36.88999938964844,63.709999084472656,37.619998931884766,1073100,2989800
2019-11-27,60.069461822509766,34.635066986083984,63.66999816894531,37.61000061035156,63.97999954223633,37.66999816894531,63.630001068115234,36.75,63.7400016784668,37.06999969482422,1467000,1733200
2019-11-28,60.239288330078125,34.671905517578125,63.849998474121094,37.650001525878906,63.959999084472656,37.849998474121094,63.70000076293945,37.47999954223633,63.79999923706055,37.5,319000,702900
2019-11-29,60.32419204711914,34.174617767333984,63.939998626708984,37.11000061035156,64.23999786376953,37.560001373291016,63.79999923706055,37.11000061035156,63.79999923706055,37.279998779296875,721600,1500200
2019-12-02,59.98455810546875,33.86151123046875,63.58000183105469,36.77000045776367,63.900001525878906,37.45000076293945,63.400001525878906,36.560001373291016,63.900001525878906,37.439998626708984,2742800,2908800
2019-12-03,59.946815490722656,33.345802307128906,63.540000915527344,36.209999084472656,63.7599983215332,36.720001220703125,63.349998474121094,35.90999984741211,63.400001525878906,36.5,1413100,3418700
2019-12-04,60.314762115478516,34.441680908203125,63.93000030517578,37.400001525878906,63.939998626708984,37.66999816894531,63.41999816894531,36.4900016784668,63.5,36.66999816894531,1407200,7428100
2019-12-05,60.40910720825195,33.99043655395508,64.02999877929688,36.90999984741211,64.19999694824219,37.75,63.720001220703125,36.849998474121094,63.90999984741211,37.599998474121094,2003100,11278000
2019-12-06,60.9185676574707,35.832237243652344,64.56999969482422,38.90999984741211,64.58000183105469,39.0,64.0199966430664,37.040000915527344,64.0199966430664,37.040000915527344,2201900,5038300
2019-12-09,60.805355072021484,36.007205963134766,64.44999694824219,39.099998474121094,64.79000091552734,39.310001373291016,64.2699966430664,38.38999938964844,64.63999938964844,38.52000045776367,1001500,3698800
2019-12-10,60.74875259399414,36.32799530029297,64.38999938964844,39.06999969482422,64.66999816894531,39.15999984741211,64.29000091552734,38.529998779296875,64.37999725341797,38.63999938964844,1920500,4133900
2019-12-11,60.88083267211914,36.14202880859375,64.52999877929688,38.869998931884766,64.91000366210938,39.40999984741211,64.36000061035156,38.84000015258789,64.41999816894531,39.04999923706055,2813900,5471500
2019-12-12,60.57892608642578,37.30430603027344,64.20999908447266,40.119998931884766,64.83000183105469,40.279998779296875,64.20999908447266,38.93000030517578,64.52999877929688,38.95000076293945,3437100,10132500
2019-12-13,59.88446044921875,37.26711654663086,62.689998626708984,40.08000183105469,63.31999969482422,40.72999954223633,61.810001373291016,39.849998474121094,63.31999969482422,40.33000183105469,2988300,8445800
2019-12-16,60.19013977050781,36.91378402709961,63.0099983215332,39.70000076293945,63.15999984741211,40.40999984741211,62.720001220703125,39.689998626708984,62.77000045776367,40.130001068115234,2044600,3999800
2019-12-17,58.757266998291016,37.70412826538086,61.5099983215332,40.54999923706055,62.38999938964844,40.59000015258789,61.5,39.779998779296875,62.38999938964844,39.83000183105469,3429800,3989500
2019-12-18,57.9453125,37.722721099853516,60.65999984741211,40.56999969482422,61.5099983215332,40.779998779296875,60.29999923706055,40.04999923706055,61.5099983215332,40.310001373291016,6368700,7488800
2019-12-19,58.145912170410156,38.643245697021484,60.869998931884766,41.560001373291016,61.02000045776367,41.72999954223633,60.41999816894531,40.310001373291016,60.65999984741211,40.439998626708984,3365000,5033700
2019-12-20,58.15546417236328,38.63394546508789,60.880001068115234,41.54999923706055,61.16999816894531,42.040000915527344,60.599998474121094,41.189998626708984,60.630001068115234,41.189998626708984,5027400,9964300
2019-12-23,58.13636016845703,38.866397857666016,60.86000061035156,41.79999923706055,61.060001373291016,41.95000076293945,60.630001068115234,41.439998626708984,60.900001525878906,41.439998626708984,1662400,2743900
2019-12-24,57.983524322509766,38.959381103515625,60.70000076293945,41.900001525878906,60.81999969482422,42.22999954223633,60.540000915527344,41.68000030517578,60.75,41.869998931884766,432200,844200
2019-12-27,57.89754867553711,38.98727798461914,60.61000061035156,41.93000030517578,60.630001068115234,42.349998474121094,60.2599983215332,41.66999816894531,60.5,42.119998931884766,950600,1323300
2019-12-30,57.63007736206055,39.02446746826172,60.33000183105469,41.970001220703125,60.529998779296875,42.400001525878906,60.220001220703125,41.84000015258789,60.43000030517578,41.959999084472656,1095400,2222300
2019-12-31,57.46768569946289,39.052364349365234,60.15999984741211,42.0,60.310001373291016,42.2400016784668,60.0099983215332,41.45000076293945,60.20000076293945,41.59000015258789,683100,1415900
2020-01-02,56.99006271362305,38.33639907836914,59.65999984741211,41.22999954223633,60.29999923706055,42.06999969482422,59.54999923706055,40.97999954223633,60.25,41.310001373291016,1472200,3057700
2020-01-03,57.02827835083008,38.65254211425781,59.70000076293945,41.56999969482422,59.79999923706055,42.56999969482422,59.279998779296875,41.349998474121094,59.5,42.04999923706055,1736800,3556700
2020-01-06,57.563209533691406,39.02446746826172,60.2599983215332,41.970001220703125,60.2599983215332,42.22999954223633,59.720001220703125,41.68000030517578,59.7400016784668,41.689998626708984,1791300,5194400
2020-01-07,57.77336883544922,38.9407844543457,60.47999954223633,41.880001068115234,60.65999984741211,42.02000045776367,60.13999938964844,41.36000061035156,60.349998474121094,41.959999084472656,1438500,2547700
2020-01-08,57.92620849609375,38.13184356689453,60.63999938964844,41.0099983215332,61.08000183105469,41.88999938964844,60.439998626708984,40.72999954223633,60.439998626708984,41.7599983215332,1517100,4463100
2020-01-09,57.59186935424805,39.015167236328125,60.290000915527344,41.959999084472656,60.97999954223633,42.0,60.290000915527344,40.63999938964844,60.83000183105469,40.880001068115234,1702500,4636700
2020-01-10,57.81157684326172,38.47587585449219,60.52000045776367,41.380001068115234,60.66999816894531,42.04999923706055,60.27000045776367,41.310001373291016,60.470001220703125,41.779998779296875,2624800,3410800
2020-01-13,58.19367218017578,38.46657180786133,60.91999816894531,41.369998931884766,61.0,41.529998779296875,60.5,40.790000915527344,60.619998931884766,41.290000915527344,1774500,3913400
2020-01-14,58.165016174316406,39.191837310791016,60.88999938964844,42.150001525878906,61.08000183105469,42.189998626708984,60.86000061035156,41.2400016784668,61.0,41.36000061035156,1099600,4058100
2020-01-15,58.37517547607422,38.65254211425781,61.11000061035156,41.56999969482422,61.47999954223633,41.97999954223633,60.900001525878906,41.43000030517578,61.0,41.869998931884766,1097500,2994300
2020-01-16,58.79548263549805,38.522369384765625,61.54999923706055,41.43000030517578,61.58000183105469,42.08000183105469,60.97999954223633,41.41999816894531,61.11000061035156,41.77000045776367,965000,2949400
2020-01-17,59.320865631103516,38.50376892089844,62.099998474121094,41.40999984741211,62.11000061035156,41.70000076293945,61.54999923706055,41.2599983215332,61.70000076293945,41.529998779296875,2017300,1449800
2020-01-20,59.177581787109375,38.50376892089844,61.95000076293945,41.40999984741211,62.18000030517578,41.56999969482422,61.84000015258789,41.349998474121094,61.849998474121094,41.380001068115234,445600,714600
2020-01-21,59.05339431762695,37.871490478515625,61.81999969482422,40.72999954223633,62.099998474121094,41.15999984741211,61.59000015258789,40.560001373291016,62.060001373291016,41.0099983215332,1711900,2186300
2020-01-22,59.4163932800293,37.722721099853516,62.20000076293945,40.56999969482422,62.459999084472656,40.900001525878906,61.70000076293945,40.18000030517578,61.81999969482422,40.4900016784668,1094400,2488600
2020-01-23,59.74117660522461,37.69483184814453,62.540000915527344,40.540000915527344,62.630001068115234,40.560001373291016,62.20000076293945,39.349998474121094,62.20000076293945,40.060001373291016,912000,3590500
2020-01-24,59.645652770996094,36.98816680908203,62.439998626708984,39.779998779296875,62.93000030517578,40.470001220703125,62.29999923706055,39.27000045776367,62.58000183105469,40.25,1084100,2998300
2020-01-27,59.88446044921875,35.881683349609375,62.689998626708984,38.59000015258789,62.84000015258789,39.25,62.25,38.5099983215332,62.279998779296875,38.75,1669400,3887100
2020-01-28,60.314327239990234,35.99325942993164,63.13999938964844,38.709999084472656,63.209999084472656,39.08000183105469,62.709999084472656,38.650001525878906,62.79999923706055,38.790000915527344,1007400,3072800
2020-01-29,59.95132827758789,35.97466278076172,62.7599983215332,38.689998626708984,63.38999938964844,39.16999816894531,62.720001220703125,38.65999984741211,63.25,38.95000076293945,930300,3651100
2020-01-30,60.008644104003906,36.058349609375,62.81999969482422,38.779998779296875,62.83000183105469,38.97999954223633,62.380001068115234,38.099998474121094,62.630001068115234,38.25,876100,4186500
2020-01-31,59.56923294067383,34.60783386230469,62.36000061035156,37.220001220703125,62.84000015258789,38.45000076293945,62.11000061035156,36.849998474121094,62.79999923706055,38.34000015258789,1873200,4798000
2020-02-03,59.54057693481445,34.775203704833984,62.33000183105469,37.400001525878906,62.869998931884766,37.63999938964844,62.33000183105469,36.95000076293945,62.68000030517578,37.459999084472656,1720800,3144700
2020-02-04,59.903564453125,35.314491271972656,62.709999084472656,37.97999954223633,62.90999984741211,38.83000183105469,62.43000030517578,37.91999816894531,62.58000183105469,38.13999938964844,1288200,4823300
2020-02-05,60.05640411376953,36.1141357421875,62.869998931884766,38.84000015258789,63.08000183105469,39.459999084472656,62.72999954223633,38.720001220703125,62.970001220703125,38.83000183105469,973800,6147100
2020-02-06,61.32688522338867,36.076942443847656,64.19999694824219,38.79999923706055,64.70999908447266,38.939998626708984,63.20000076293945,38.150001525878906,63.22999954223633,38.70000076293945,2364000,3699300
2020-02-07,61.34599304199219,35.853790283203125,64.22000122070312,38.560001373291016,64.33000183105469,38.970001220703125,64.01000213623047,38.18000030517578,64.19999694824219,38.41999816894531,1578000,2503700
2020-02-10,61.508384704589844,36.1141357421875,64.38999938964844,38.84000015258789,64.58000183105469,38.869998931884766,63.959999084472656,38.34000015258789,64.2699966430664,38.599998474121094,1531200,3231000
2020-02-11,61.36509704589844,36.24431228637695,64.23999786376953,38.97999954223633,64.68000030517578,39.619998931884766,64.13999938964844,38.849998474121094,64.54000091552734,39.25,1851500,5308600
2020-02-12,61.575252532958984,36.70922088623047,64.45999908447266,39.47999954223633,64.48999786376953,39.93000030517578,63.869998931884766,38.90999984741211,64.18000030517578,39.75,2217400,4498900
2020-02-13,61.27912902832031,36.20711898803711,64.1500015258789,38.939998626708984,64.33000183105469,39.220001220703125,63.91999816894531,38.79999923706055,64.30000305175781,39.209999084472656,2707800,1767000
2020-02-14,61.45106887817383,36.086246490478516,64.33000183105469,38.810001373291016,64.37000274658203,39.290000915527344,63.91999816894531,38.68000030517578,64.16999816894531,39.130001068115234,1768100,1326100
2020-02-18,62.2725830078125,36.36518859863281,65.19000244140625,39.11000061035156,65.27999877929688,39.189998626708984,64.19999694824219,38.40999984741211,64.33000183105469,38.43000030517578,3046300,5212300
2020-02-19,62.1579475402832,37.56465530395508,65.06999969482422,40.400001525878906,65.18000030517578,40.439998626708984,64.7699966430664,39.209999084472656,65.18000030517578,39.34000015258789,1880200,4063500
2020-02-20,61.9669075012207,37.611141204833984,64.87000274658203,40.45000076293945,65.16999816894531,40.650001525878906,64.79000091552734,40.11000061035156,64.95999908447266,40.5099983215332,2638500,3821200
2020-02-21,61.58480453491211,37.01605987548828,64.47000122070312,39.810001373291016,65.0199966430664,40.220001220703125,64.41000366210938,39.650001525878906,64.83999633789062,40.0,2692600,3115000
2020-02-24,61.04986572265625,35.333091735839844,63.90999984741211,38.0,64.36000061035156,38.58000183105469,63.54999923706055,37.720001220703125,63.65999984741211,38.41999816894531,1677200,3181600
2020-02-25,60.08506774902344,34.096431732177734,62.900001525878906,36.66999816894531,64.11000061035156,38.29999923706055,62.529998779296875,36.33000183105469,63.959999084472656,38.13999938964844,3091700,4980200
2020-02-26,59.722076416015625,33.25029373168945,62.52000045776367,35.7599983215332,63.2400016784668,37.20000076293945,62.36000061035156,35.75,62.56999969482422,36.849998474121094,2638300,4852400
2020-02-27,58.89101028442383,32.29258346557617,61.650001525878906,34.72999954223633,62.5,35.369998931884766,61.36000061035156,34.130001068115234,62.06999969482422,34.939998626708984,1439800,3838300
2020-02-28,56.31183624267578,32.125213623046875,58.95000076293945,34.54999923706055,60.90999984741211,34.630001068115234,58.880001068115234,32.880001068115234,60.5,33.119998931884766,11003300,8218200
2020-03-02,59.177581787109375,31.743989944458008,61.95000076293945,34.13999938964844,62.119998931884766,35.150001525878906,58.959999084472656,33.59000015258789,59.41999816894531,35.150001525878906,3885300,5966900
2020-03-03,59.062950134277344,30.82347297668457,61.83000183105469,33.150001525878906,62.63999938964844,34.5099983215332,61.54999923706055,33.040000915527344,62.4900016784668,34.400001525878906,6486900,7750800
2020-03-04,60.74418640136719,30.795578002929688,63.59000015258789,33.119998931884766,63.7599983215332,33.84000015258789,62.40999984741211,32.91999816894531,62.5,33.81999969482422,3315500,5659100
2020-03-05,59.8653564453125,30.29347801208496,62.66999816894531,32.58000183105469,63.900001525878906,33.2599983215332,62.2599983215332,32.25,62.66999816894531,32.790000915527344,2953100,8533900
2020-03-06,59.5978889465332,28.13629722595215,62.38999938964844,30.260000228881836,62.61000061035156,32.060001373291016,60.95000076293945,29.829999923706055,61.61000061035156,31.6299991607666,6220300,10804200
2020-03-09,54.96493911743164,19.92600440979004,57.540000915527344,21.43000030517578,61.36000061035156,24.200000762939453,56.900001525878906,19.049999237060547,58.0,21.5,8379100,13951100
2020-03-10,57.73515701293945,20.511789321899414,60.439998626708984,22.059999465942383,60.709999084472656,24.43000030517578,58.43000030517578,20.280000686645508,59.060001373291016,24.309999465942383,8787500,17741400
2020-03-11,55.423458099365234,19.303024291992188,58.02000045776367,20.760000228881836,59.81999969482422,21.610000610351562,57.63999938964844,19.950000762939453,59.43000030517578,21.540000915527344,4853200,17660200
2020-03-12,48.49790954589844,16.2346248626709,50.77000045776367,17.459999084472656,55.119998931884766,19.299999237060547,50.54999923706055,16.84000015258789,55.08000183105469,19.299999237060547,7925500,26044700
2020-03-13,54.21137619018555,18.456892013549805,55.81999969482422,19.850000381469727,56.529998779296875,19.920000076293945,51.02000045776367,17.559999465942383,52.25,19.450000762939453,11129100,15106800
2020-03-16,49.229209899902344,13.42657470703125,50.689998626708984,14.4399995803833,54.68000030517578,17.5,49.459999084472656,14.149999618530273,51.40999984741211,17.0,7954800,18268600
2020-03-17,52.21073913574219,12.050442695617676,53.7599983215332,12.960000038146973,55.9900016784668,14.880000114440918,51.15999984741211,12.8100004196167,51.84000015258789,14.829999923706055,5848600,16661400
2020-03-18,50.054718017578125,10.227999687194824,51.540000915527344,11.0,54.84000015258789,12.020000457763672,50.97999954223633,9.800000190734863,52.95000076293945,10.600000381469727,3616300,17820000
2020-03-19,53.02653121948242,10.832491874694824,54.599998474121094,11.199999809265137,54.79999923706055,11.569999694824219,50.88999938964844,10.5,51.79999923706055,11.489999771118164,3807300,16605000
2020-03-20,50.29751205444336,11.75131893157959,51.790000915527344,12.149999618530273,55.5,13.289999961853027,51.61000061035156,11.699999809265137,54.31999969482422,12.0,5784800,22362800
2020-03-23,45.101688385009766,11.770663261413574,46.439998626708984,12.170000076293945,51.689998626708984,12.449999809265137,46.029998779296875,11.520000457763672,51.11000061035156,11.979999542236328,6186200,13383800
2020-03-24,49.38459777832031,13.2407865524292,50.849998474121094,13.6899995803833,50.849998474121094,14.59000015258789,47.869998931884766,12.84000015258789,48.5,13.039999961853027,4654800,8821700
2020-03-25,51.987369537353516,13.801755905151367,53.529998779296875,14.270000457763672,55.5,15.289999961853027,50.16999816894531,13.0,51.0099983215332,13.859999656677246,5902800,11614700
2020-03-26,53.37615966796875,14.169285774230957,54.959999084472656,14.649999618530273,56.22999954223633,15.970000267028809,53.47999954223633,14.180000305175781,54.150001525878906,14.300000190734863,5075300,10808200
2020-03-27,52.13304901123047,12.882926940917969,53.68000030517578,13.319999694824219,55.119998931884766,14.069999694824219,53.119998931884766,12.90999984741211,53.5,14.0,4123300,7794600
2020-03-30,53.56068420410156,15.20417594909668,55.150001525878906,15.720000267028809,55.290000915527344,15.960000038146973,53.400001525878906,12.6899995803833,54.56999969482422,13.140000343322754,4849800,15520700
2020-03-31,56.06632995605469,18.618345260620117,57.72999954223633,19.25,57.72999954223633,19.540000915527344,54.630001068115234,16.420000076293945,55.29999923706055,16.43000030517578,4745000,22439500
2020-04-01,53.73550033569336,17.873611450195312,55.33000183105469,18.479999542236328,56.400001525878906,19.969999313354492,54.689998626708984,16.979999542236328,56.060001373291016,17.709999084472656,2548600,12897900
2020-04-02,55.73613357543945,19.179311752319336,57.38999938964844,19.829999923706055,57.45000076293945,22.799999237060547,55.0,18.719999313354492,55.0,20.3700008392334,3586700,25136000
2020-04-03,55.095149993896484,18.163768768310547,56.72999954223633,18.780000686645508,57.72999954223633,21.200000762939453,56.470001220703125,18.200000762939453,57.25,21.0,2397700,11112700
2020-04-06,55.872093200683594,18.434579849243164,57.529998779296875,19.059999465942383,58.59000015258789,19.440000534057617,56.900001525878906,18.399999618530273,58.0099983215332,19.1200008392334,2211300,12539100
2020-04-07,55.99835205078125,18.057376861572266,57.65999984741211,18.670000076293945,58.77000045776367,20.0,57.5099983215332,18.549999237060547,58.220001220703125,19.729999542236328,3113400,7346800
2020-04-08,55.60016632080078,18.521625518798828,57.25,19.149999618530273,57.880001068115234,19.15999984741211,56.790000915527344,18.350000381469727,57.63999938964844,18.829999923706055,3825100,9973300
2020-04-09,55.75555419921875,18.163768768310547,57.40999984741211,18.780000686645508,58.36000061035156,19.899999618530273,57.06999969482422,18.18000030517578,57.369998931884766,19.889999389648438,1725500,11728200
2020-04-13,56.32855224609375,18.028362274169922,58.0,18.639999389648438,58.02000045776367,19.31999969482422,56.68000030517578,18.31999969482422,57.119998931884766,19.1299991607666,2436600,8923000
2020-04-14,56.862701416015625,17.6414852142334,58.54999923706055,18.239999771118164,59.310001373291016,18.700000762939453,58.0099983215332,18.1299991607666,58.91999816894531,18.25,2447700,7660700
2020-04-15,56.357688903808594,16.664627075195312,58.029998779296875,17.229999542236328,58.9900016784668,17.5,57.58000183105469,16.549999237060547,58.150001525878906,17.5,3882300,7001800
2020-04-16,55.97892761230469,16.25840950012207,57.63999938964844,16.809999465942383,58.90999984741211,17.559999465942383,57.529998779296875,16.75,58.31999969482422,17.299999237060547,1548600,3899300
2020-04-17,56.79471969604492,18.125080108642578,58.47999954223633,18.739999771118164,58.66999816894531,18.84000015258789,57.4900016784668,16.780000686645508,58.459999084472656,17.06999969482422,1575200,9799600
2020-04-20,56.367401123046875,17.496408462524414,58.040000915527344,18.09000015258789,58.41999816894531,18.969999313354492,57.52000045776367,17.040000915527344,57.7599983215332,17.040000915527344,1762700,6115800
2020-04-21,55.05630111694336,17.02248764038086,56.689998626708984,17.600000381469727,57.599998474121094,17.989999771118164,56.650001525878906,17.0,57.56999969482422,17.25,2543000,6600600
2020-04-22,55.54189682006836,18.25081443786621,57.189998626708984,18.8700008392334,57.75,18.979999542236328,56.72999954223633,18.309999465942383,57.66999816894531,18.309999465942383,1362500,5804700
2020-04-23,54.803794860839844,18.753751754760742,56.43000030517578,19.389999389648438,57.290000915527344,20.190000534057617,56.31999969482422,19.270000457763672,57.0,19.309999465942383,1527400,7515800
2020-04-24,54.85235595703125,19.101940155029297,56.47999954223633,19.75,56.66999816894531,19.989999771118164,55.79999923706055,19.1299991607666,56.38999938964844,19.81999969482422,1805000,4527600
2020-04-27,55.376792907714844,19.03423500061035,57.02000045776367,19.68000030517578,57.029998779296875,19.899999618530273,56.380001068115234,18.770000457763672,56.900001525878906,19.350000381469727,1086800,4477800
2020-04-28,55.639015197753906,20.098142623901367,57.290000915527344,20.780000686645508,57.470001220703125,20.940000534057617,56.86000061035156,19.700000762939453,57.470001220703125,19.799999237060547,1205700,4252100
2020-04-29,55.668148040771484,23.367231369018555,57.31999969482422,24.15999984741211,58.119998931884766,24.329999923706055,57.02000045776367,21.75,57.779998779296875,22.0,2364300,8147400
2020-04-30,54.66783142089844,22.545124053955078,56.290000915527344,23.309999465942383,57.439998626708984,24.6200008392334,56.09000015258789,22.8799991607666,57.38999938964844,24.5,2101700,7339300
